Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,241,5.228215767634855,5786.705394190872,35.17547684146435,8.76616058512973,0.9684488847180126
2,206,5.218446601941747,1560.2281553398059,36.455493515987975,7.344678440506312,0.9794947410989064
3,375,6.018666666666666,699.464,42.11823300702284,11.595464799726155,0.9613562236393873
4,144,4.861111111111111,1752.576388888889,31.61532911229035,6.060992131276316,0.9814515092627463
5,187,6.438502673796791,3970.331550802139,27.670834029218483,8.739409373235025,0.9488142318910963
6,241,5.373443983402489,5969.423236514523,29.69911210295341,10.49017305087393,0.9355421615077976
7,114,4.192982456140351,506.10526315789474,25.46034613597918,5.969019401115352,0.9721296832977149
8,144,5.875,1661.7708333333333,27.63663361467594,6.676125307004836,0.9703839028411007
9,127,5.968503937007874,3393.299212598425,24.667577842846764,6.646240793931712,0.963019349321152
10,252,4.765873015873016,2612.753968253968,35.811875062890515,9.080622348580652,0.9673184655708533
11,348,6.402298850574713,1178.8994252873563,40.69821279774758,11.029041347515657,0.9625805532545691
12,163,6.0920245398773005,1947.5828220858896,37.46767774279568,5.808943730201502,0.9879083819056026
13,195,4.62051282051282,1470.7897435897437,36.24081383904934,7.058882155134987,0.9808475237402375
14,146,7.123287671232877,4251.568493150685,30.27739285318665,6.423596600948337,0.9772353381481585
15,301,5.0066445182724255,2233.893687707641,38.87668396753592,9.915086667681216,0.9669306581630966
16,241,5.950207468879668,4732.892116182573,32.6120474654405,9.477437928059304,0.9568411165264502
17,195,5.256410256410256,2331.866666666667,38.070903677647756,6.773868453456215,0.9840435622484995
18,172,5.97093023255814,3100.3546511627906,29.15069380041986,7.58989063247988,0.9655096126010048
19,173,5.364161849710983,5311.878612716763,27.112897610908522,8.251202123527362,0.9525674426926382
20,376,5.922872340425532,411.16223404255317,46.629986206799586,10.344101208527437,0.9750845197246998
21,344,7.433139534883721,2712.296511627907,43.78140965227084,10.19521924840789,0.9725087350744782
22,204,6.098039215686274,5887.058823529412,28.08193123994815,9.367230493367277,0.9427260811742642
23,258,5.976744186046512,4346.050387596899,37.27482394279464,8.94402529568684,0.9707857034924509
24,401,5.760598503740648,602.85536159601,40.45505376967629,12.791917383062687,0.9486923108729534
25,263,5.365019011406844,1852.783269961977,37.48156996384667,8.985278651848228,0.9708407724811595
26,316,6.8575949367088604,3196.737341772152,38.04586507860424,10.640039283377094,0.9600980857143908
27,303,6.62046204620462,3577.29702970297,40.20545286531953,9.87996606813863,0.9693365477244663
28,306,6.607843137254902,3775.1830065359477,39.13364987524023,10.01398758414018,0.9667053785460072
