Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,9,11.0,849.0,3.265986323710904,3.265986323710904,0.0
2,21,21.0,838.0,5.0896720822428145,5.0896720822428145,0.0
3,137,21.445255474452555,2825.985401459854,16.470029430840526,10.866840806510073,0.7514457659690755
4,116,34.03448275862069,2270.8362068965516,14.86267624844975,10.293829399173315,0.7213257571088901
5,40,37.7,875.5,8.148619514985345,6.209669878504008,0.6475161066983083
6,73,41.054794520547944,736.3698630136986,10.646846620051376,8.70346513685074,0.5759728546598476
7,38,43.0,871.3947368421053,7.57031798285012,6.389740980169755,0.5362615558689009
8,22,53.13636363636363,956.4545454545455,5.715172676462992,4.908882954066357,0.5121077796951236
9,207,60.594202898550726,2409.280193236715,17.653295154274787,14.97652778695559,0.5294036005843175
10,35,86.17142857142858,2072.5142857142855,8.579438879471962,5.26766841726216,0.7893157308068741
11,66,98.93939393939394,2389.4848484848485,10.982121108047354,8.190735566349298,0.6661424293268
12,82,101.6219512195122,2398.451219512195,13.537275217529466,7.782269237540964,0.8182397838022764
13,31,102.96774193548387,2409.2258064516127,8.261253575578658,4.880824621452715,0.8068113090514237
14,51,117.11764705882354,2437.0196078431372,9.18829562111938,7.021994241328224,0.6449408251676105
15,94,119.38297872340425,5198.734042553191,11.150634952987428,10.743318185780147,0.2678111398855067
16,5,124.0,3070.8,3.335641688875783,2.0575457524521585,0.787091262435293
17,29,130.58620689655172,2626.5862068965516,7.0493419802375925,5.146140167221414,0.6834288831216012
18,90,131.82222222222222,2452.288888888889,12.23143279898724,9.522835573655117,0.6275771491258192
19,52,132.80769230769232,2129.8076923076924,9.708405772914093,6.9244523812646,0.7009168526490398
20,43,133.95348837209303,295.69767441860466,8.014381369814155,6.802401475951732,0.5287552113437594
21,14,133.64285714285714,2183.214285714286,4.742873420478221,3.6860255520522984,0.629288982059086
22,27,135.8148148148148,2352.5925925925926,6.0123330037638585,5.739665371203116,0.2977348200534367
23,64,135.734375,4268.125,9.400095444126618,8.63187693328108,0.3959421502503651
24,21,137.42857142857142,1679.6190476190477,6.258173505705088,4.157977767102647,0.7473704562401328
25,103,137.18446601941747,2291.106796116505,12.95544116876161,10.26883789108393,0.609706302413073
26,25,137.72,2764.12,5.71314274283428,5.58168433360397,0.2132843080923475
27,13,142.46153846153845,2570.153846153846,4.3616645597524775,3.7565911332956423,0.5081397159034495
28,4,142.5,2654.5,2.0,2.0,0.0
29,125,143.44,2120.528,16.124872806748282,10.409915127713088,0.7636916150353443
30,22,146.9090909090909,2687.909090909091,5.502816709244202,4.972652484064489,0.4282593998234223
31,14,147.5,2178.5,4.780914437337574,3.5456210417116734,0.6708203932499369
32,362,148.77900552486187,2285.024861878453,25.651874262373664,18.360929762628082,0.698332593857299
33,16,148.375,2410.8125,5.654620339080162,3.4946772126851653,0.7861611582758199
34,22,148.36363636363637,3351.7272727272725,8.32610142846715,3.4254760607172114,0.9114485094881565
35,14,149.35714285714286,2166.214285714286,4.742873420478221,3.6860255520522984,0.629288982059086
36,90,150.56666666666666,1841.9222222222222,11.645462228563767,9.795337747207089,0.5408343117795722
37,36,151.86111111111111,4682.611111111111,7.3450056870841,6.1635349485210575,0.5439056439097801
38,10,153.3,1500.8,4.541385054734408,2.774134420794162,0.7917413587484459
39,91,154.2087912087912,2078.032967032967,14.003616313141658,8.35064615449997,0.8027463071500059
40,16,157.5,1028.0,4.898979485566356,4.0,0.5773502691896258
41,41,158.41463414634146,2514.951219512195,8.770125032510883,6.393860851390167,0.684460297302221
42,69,156.8985507246377,4869.101449275362,9.88480188923595,8.868878238502383,0.44157636274667605
43,24,157.54166666666666,3378.375,5.990898168162954,5.1476235320379296,0.5115715204124069
44,20,158.05,2118.9,5.215361924162119,4.795831523312719,0.3929526239966882
45,174,159.31034482758622,3214.2183908045977,15.652687551615575,14.185942381835345,0.42264706382914496
46,39,159.71794871794873,2363.025641025641,8.978205268929198,5.524375109710174,0.7882856103444121
47,20,162.15,1129.3,5.556341125566584,4.574611819197062,0.567586589848995
48,60,161.65,2952.5,11.033273069852712,6.9694728662022625,0.7752310931782519
49,15,164.4,2931.6,4.618802153517006,4.026578365477733,0.4898979485566355
50,400,168.075,2969.7625,24.377707191481104,21.165417361498225,0.4961647612389542
51,59,168.88135593220338,670.2542372881356,9.805584453235689,7.632307794080714,0.6278140320240037
52,20,169.9,2490.05,5.215361924162119,4.795831523312719,0.3929526239966882
53,130,171.1846153846154,2920.5307692307692,14.345674261071391,11.560326838911289,0.5921325171329085
54,72,171.65277777777777,871.2638888888889,13.185365359382113,7.148631369924106,0.8402726458547307
55,11,171.36363636363637,2570.909090909091,4.346129984141888,3.067356324605906,0.7084437526351622
56,12,173.5,2799.5,3.8297084310253524,3.8297084310253524,0.0
57,15,174.46666666666667,2465.133333333333,4.618802153517007,4.061745656460751,0.47609522856952347
58,17,175.47058823529412,2098.764705882353,5.8708134405647785,3.7162300998566384,0.7741510707769543
59,34,174.6764705882353,2782.4117647058824,8.770795195640044,5.233688062588708,0.8024512933380473
60,98,175.39795918367346,2413.1938775510203,12.129032866909208,10.346850916866455,0.5218050002110705
61,23,176.95652173913044,2244.608695652174,6.193882567696608,4.665229164899034,0.6577921667504072
62,52,175.75,2494.5384615384614,10.876799673794272,6.131446578106383,0.8259673957433626
63,33,180.3030303030303,2922.3333333333335,8.435531398404851,5.189231903587203,0.78839947952096
64,4,182.5,3257.0,3.23606797749979,1.2360679774997898,0.9241763718304448
65,23,184.91304347826087,1924.7826086956522,5.733826014124255,5.0375140067593245,0.4776307722564948
