Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,4,415.0,3072.5,4.47213595499958,0.0,1.0
2,388,417.78092783505156,3411.59793814433,47.426399888882706,14.256876959970532,0.9537469722235693
3,322,422.6273291925466,3132.021739130435,28.55086843471826,16.14405884699806,0.8247832892880933
4,449,424.7906458797327,3015.80846325167,30.47138310606476,19.51726705370873,0.7679486941827308
5,568,427.36091549295776,3485.1919014084506,46.431140607100026,21.723221189248562,0.8838031870783991
6,160,440.89375,3349.1625,16.691986315611388,12.460917616268963,0.6653619009049864
7,834,436.25779376498804,3548.7410071942445,35.112983292033704,31.080183673478945,0.46530977050925937
8,854,444.76112412177986,3199.098360655738,34.8398228500845,31.390484536448604,0.4338307617966452
9,575,448.32,3524.913043478261,30.886677446126196,24.04336371162703,0.6277214870830189
10,72,448.125,3668.9861111111113,11.115053461866546,8.285345168702381,0.666598918504487
11,11,448.0,3654.0,4.51260859854213,2.9541957835039856,0.7559289460184544
12,88,452.53409090909093,3633.2272727272725,18.60406787460574,6.491111329014299,0.9371569169271612
13,1096,449.3211678832117,2939.6888686131388,43.20534613815589,33.44562436555336,0.6330529817663715
14,154,457.94805194805195,2876.0584415584417,15.692067032400615,12.599687182144104,0.5960685403282924
15,883,458.28425821064553,3124.6002265005664,42.35308353611789,27.93653834843233,0.7516076079767909
16,502,459.703187250996,3289.4442231075695,26.92538324688496,23.99507445873861,0.4536709276761606
17,1113,464.2973944294699,3011.0467205750224,44.164589581888656,32.94422598560018,0.6660108163719427
18,23,467.9130434782609,3489.217391304348,5.733826014124253,5.0375140067593245,0.4776307722564946
19,975,469.8317948717949,3178.5066666666667,39.059772703506006,32.0860020418193,0.5702675707154606
20,566,471.18727915194347,2846.4699646643107,38.561140187389974,18.833751820534783,0.872612745384998
21,556,472.12410071942446,3078.0755395683454,31.079503583961223,22.916177734671116,0.6755212347158036
22,31,472.7741935483871,3281.2258064516127,6.645843225703439,5.979090332255031,0.4365629877296789
23,13,475.61538461538464,3850.153846153846,5.376796813410203,2.9933056162892875,0.830708276629804
24,4,477.5,3717.5,2.0,2.0,0.0
25,994,479.33400402414486,3049.764587525151,37.58614217706189,33.96788948644147,0.4280936136635596
26,424,481.52830188679246,3734.5259433962265,25.388735997682534,21.538727943430438,0.5294235815465814
27,142,482.77464788732397,2611.0704225352115,20.476305912547605,8.98814531058498,0.8985098000104874
28,206,484.4805825242718,3204.2912621359224,16.64129442092761,15.77619774509847,0.318225461224302
29,954,485.1698113207547,3513.617400419287,36.49529371513764,33.543218179130555,0.39399918611691553
30,412,474.0849514563107,2911.9684466019417,30.932899166338228,19.19939020659582,0.7840650540368074
31,702,488.02706552706553,3545.5840455840457,35.39025432711018,25.679551153581343,0.6881053339122171
