Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,61,15.967213114754099,1546.2131147540983,9.26117389602273,8.37119680511197,0.42773888075467004
2,353,86.01133144475921,4478.759206798867,28.38274527805395,15.993445453984847,0.8261216269778805
3,36,136.61111111111111,1910.0833333333333,7.965494734320562,5.8326691522818725,0.6810446179565809
4,215,137.1906976744186,1930.5162790697675,21.177738559945155,13.536379825423085,0.7690574468932383
5,59,136.35593220338984,1627.949152542373,9.228008196874399,8.10707383111061,0.4776888132898544
6,21,137.0,1742.0,5.0896720822428145,5.0896720822428145,0.0
7,159,141.9433962264151,1717.3647798742138,15.75893641895213,12.859821169501483,0.578004507017815
8,102,143.98039215686273,1964.450980392157,14.307896400103294,10.32910851741904,0.6919800304860669
9,18,145.38888888888889,1612.2777777777778,5.693388843125944,3.935296437229382,0.7226591383582849
10,75,148.4,1598.9466666666667,12.196177491167061,7.845661868797653,0.7656237881659864
11,122,148.39344262295083,1633.1065573770493,13.64461549579199,11.389618951775564,0.5506539971463383
12,504,151.08928571428572,1696.7599206349207,36.70146288740333,18.12699042628085,0.8695165773666361
13,49,153.0408163265306,2037.7142857142858,9.18145171216093,6.755255181748743,0.6772529833197267
14,242,153.21900826446281,1833.7768595041323,21.711153449816152,14.398825572791257,0.7484426872930691
15,298,151.8255033557047,1952.4295302013422,30.48355297795561,12.960903302470983,0.9051102600719307
16,109,153.4678899082569,1975.7247706422017,16.29702447840051,8.648303644722779,0.8475799948486121
17,223,154.02242152466368,1582.946188340807,18.462796536798702,15.399723595526963,0.5516210413769421
18,271,158.12177121771217,1926.4649446494466,23.56645649163027,14.819326812894499,0.7775417188695556
19,325,163.56,2019.753846153846,23.810915354898523,18.43611037022613,0.6328537152881
20,549,164.5719489981785,1723.0928961748634,30.71558573122098,23.24786095550961,0.6535595883724279
21,517,164.2707930367505,1996.5802707930368,31.460793994359058,21.263523761942192,0.737017448439556
22,355,169.77464788732394,1968.4394366197182,32.475513750423154,14.920141680057862,0.8882153120337403
23,306,177.61764705882354,1638.7843137254902,26.649786830087038,14.732901059777006,0.8332915857359423
24,79,176.83544303797467,1700.0506329113923,11.0745895461174,9.08013235975768,0.5724968810852035
25,55,187.2,1464.1090909090908,9.633898780357509,7.258433287835492,0.6575322961681263
26,193,199.59067357512953,2131.1139896373056,18.1533051965789,13.62426716411562,0.6608572104653605
27,86,199.11627906976744,1874.860465116279,17.54567067813183,6.934457717814624,0.9185850803374663
28,356,200.8876404494382,1234.9691011235955,33.671489182787205,13.781279259428226,0.9124060081726044
29,317,204.66246056782333,1560.0694006309147,34.87870689673226,11.898563617441937,0.9400120678389096
30,386,206.17098445595855,2109.4663212435235,25.694087867520178,19.61260702817305,0.6460299572786705
31,101,207.33663366336634,1889.6435643564357,14.263876963807725,9.123078973990557,0.7687135454708972
32,103,209.54368932038835,1527.0,16.951312957190225,7.781052564854345,0.8884240777197167
33,31,211.6451612903226,1930.258064516129,6.632930606045125,5.915118158963095,0.45246827890194613
34,33,213.93939393939394,1807.3030303030303,8.61573996042797,5.382219831572122,0.7808679043748143
35,182,213.63736263736263,1547.423076923077,27.579037459424327,8.6982448234403,0.9489610314109926
36,135,215.32592592592593,1459.2296296296297,29.49571226967255,5.912354385950875,0.9797043576908314
37,113,218.38938053097345,1566.2300884955753,17.65504700715504,8.325237197623748,0.8818393329724068
38,379,221.73614775725594,1267.0949868073878,25.74266903539051,18.990728579094394,0.6751133115704026
39,474,221.32911392405063,1736.5801687763712,28.520468812721635,21.434330287718996,0.6596852402177298
40,344,219.3081395348837,1880.4563953488373,26.410480022541826,18.03890350994225,0.7303990534547128
41,379,221.9419525065963,2210.8364116094986,32.62420084617621,14.939897474876432,0.888983561285905
42,230,222.94347826086957,1301.7173913043478,19.27786656066361,15.371630904775536,0.6034881131816486
43,396,223.4520202020202,1772.6818181818182,28.60981047614261,17.948969641059183,0.778720388020935
44,581,224.01721170395868,1498.84165232358,31.594862593854106,23.66771639617691,0.6624567616850514
45,679,227.37849779086892,1961.9720176730486,38.66426201676242,23.803470268692045,0.7880234094763
46,657,224.87214611872147,2175.301369863014,41.13885888726474,21.51813764796043,0.8522951740179627
47,18,226.33333333333334,1641.6666666666667,4.988876515698588,4.618802153517006,0.3779644730092273
48,216,228.66666666666666,1671.1203703703704,30.83748243023515,9.063729159747789,0.9558302594741068
49,40,228.475,1222.425,8.895190024191537,5.930901654345935,0.7452780585648011
50,177,231.26553672316385,1533.8248587570622,19.055231217144,11.948198272068414,0.7789952503688983
51,132,230.63636363636363,1550.030303030303,16.971878206364863,10.006397233454216,0.8077049431682879
52,19,233.0,2055.2105263157896,5.191085476184401,4.602781286121147,0.46240219449488373
53,218,237.14678899082568,1289.9449541284403,22.90131186101115,12.250406604205835,0.8449016933998696
54,1535,246.78762214983712,1378.2162866449512,53.82128068375449,40.491301852063174,0.6587877588799795
55,368,242.58423913043478,1942.0625,43.84079514541,11.429555034084856,0.9654182621395215
56,281,244.26690391459076,1859.252669039146,37.46265495430943,10.101105998887743,0.9629636225853676
57,387,246.24289405684755,1891.439276485788,40.96248533479745,12.622403387714357,0.9513392575636455
58,579,247.6183074265976,1795.740932642487,39.11797247742125,19.090984866696722,0.8728234138281962
59,327,249.9480122324159,1562.073394495413,25.397423008435393,16.573177698588836,0.7577426396063305
60,285,251.07368421052632,1585.5754385964913,25.190112583355173,14.490757637484425,0.8179735923918146
61,119,250.7310924369748,1843.5882352941176,15.995270980597061,9.929796109737673,0.7839723510876605
62,222,250.47747747747746,1824.0855855855855,27.35817351667665,10.923962433826258,0.9168228133235055
63,651,253.2995391705069,1178.2227342549922,35.076623623394916,24.3066094966637,0.7209784323734775
64,98,253.6122448979592,2320.408163265306,15.197327373541466,8.28390497296006,0.8383778008877594
65,196,253.09183673469389,1266.3316326530612,18.663503824916532,13.668951028827024,0.6808860931820084
66,270,253.13703703703703,1325.5407407407408,34.478163219910876,10.943439463495872,0.948291064366214
67,46,257.1304347826087,2330.6521739130435,9.544644729584839,6.344843171332614,0.7470621018086533
68,23,258.2173913043478,2226.391304347826,6.013934515175301,4.820294404911255,0.5979667161426384
69,709,259.475317348378,1871.916784203103,45.303300868746135,20.784293557118254,0.8885493776060235
70,97,259.6082474226804,1483.4020618556701,11.980778378329587,10.854064719943723,0.42337066303779414
71,15,260.26666666666665,2338.0666666666666,5.258554520990449,3.5691337129452037,0.7343887778710586
72,484,259.6797520661157,1043.2727272727273,33.38733156566479,18.87520199286361,0.8248578148038292
73,448,260.37276785714283,1229.0513392857142,30.299586694535616,19.28984582643591,0.7711634069821541
74,223,259.96860986547085,1497.8834080717488,23.880972190305574,12.440872959472964,0.8535851366429897
75,321,260.6355140186916,2491.2056074766356,25.312729875055332,17.096469226232664,0.7374424861748717
76,129,262.5891472868217,2234.3410852713178,14.736133836927936,11.211377543618402,0.6489763127994053
77,5,265.6,2314.2,3.098386676965933,1.7888543819998317,0.816496580927726
78,47,266.7659574468085,1476.4893617021276,12.122403683166933,5.550441547598262,0.8890210029000789
79,376,268.49468085106383,1518.4228723404256,28.509755817825898,16.84574257087834,0.8067620785521937
80,389,269.65295629820054,2019.6452442159382,40.10388318841229,12.617982234089935,0.9492135870136451
81,601,271.1547420965058,1253.5058236272878,38.675566689873364,20.31818210309869,0.8508866593946742
82,424,270.8419811320755,1629.5259433962265,26.41599976234523,20.633635945898476,0.6244012836220542
83,146,271.56849315068496,1905.109589041096,22.85123831779139,8.563557213413466,0.9271249172031495
84,424,271.4198113207547,1587.6155660377358,32.3534508068402,17.214350861149324,0.8466993923426641
85,144,272.7361111111111,1923.2777777777778,21.389840564027352,8.901520450153582,0.9092930199278403
86,111,272.8198198198198,2611.945945945946,17.238262691122028,8.28797478259036,0.8768360781079981
87,162,273.4382716049383,3322.104938271605,16.740822225811527,12.513757708505945,0.6642622724951719
88,154,275.68831168831167,1943.987012987013,22.35520642461794,8.855953545191483,0.9181869942595681
89,45,278.02222222222224,1550.4888888888888,11.344773283844352,5.40756859878052,0.8790892174797965
90,195,277.36410256410255,1567.3692307692309,23.087363635799598,12.493461984318774,0.8409334652613119
91,256,278.55078125,953.49609375,21.44958681315395,15.35818093521242,0.6980870446235442
92,24,279.0833333333333,1735.5,5.773502691896258,5.280993172584954,0.4041451884327379
