Object,Neighbor,Distance
60,108,65.65686
60,94,72.59335
61,48,17.221945
61,44,26.987637
61,88,30.950665
61,24,45.827343
61,62,42.97542
61,26,44.596764
61,104,55.612854
61,96,69.94226
62,26,50.31998
62,44,38.093563
62,85,43.885124
62,96,44.133987
62,61,42.97542
62,48,50.183086
62,88,55.240326
62,24,64.11175
62,104,64.05365
62,33,64.56698
63,93,40.96502
63,64,32.360695
63,59,35.250183
63,27,57.936462
63,34,69.59186
63,66,68.42398
63,99,63.00194
63,83,72.71387
64,93,40.09306
64,27,45.27859
64,34,44.96464
64,63,32.360695
64,59,66.721596
65,42,53.12072
66,107,51.65883
66,59,37.020447
66,83,19.189644
66,91,66.03004
66,99,51.862087
66,100,40.543938
66,63,68.42398
67,55,41.65219
67,75,73.60222
67,15,69.71985
67,38,30.761864
67,19,68.50404
67,47,63.833736
68,45,74.16893
68,39,46.631706
68,90,64.05802
68,55,46.464584
68,109,52.581417
68,69,61.30552
68,28,58.373257
68,47,39.0907
69,79,37.484497
69,22,58.42086
69,90,24.756039
69,45,26.729977
69,56,33.707207
69,68,61.30552
69,109,67.0526
69,84,64.57687
69,39,69.69123
69,16,72.35396
70,49,49.668507
70,60,22.951544
70,108,59.569893
70,81,51.820568
70,86,33.046444
70,35,47.594337
70,20,66.24773
71,31,50.745785
71,29,51.46485
71,51,46.130978
71,52,27.012491
71,92,36.81028
72,77,44.626617
72,41,38.21787
72,110,56.562035
72,94,38.113815
72,86,66.57324
72,81,42.71014
72,108,71.742165
73,89,42.46672
73,76,23.854824
73,105,42.878258
73,57,44.084877
73,37,51.054447
73,58,59.723385
73,78,68.44459
73,127,72.033226
74,80,20.285055
74,43,65.976715
74,46,30.289227
74,50,60.852825
74,117,65.3207
74,53,38.53299
74,103,42.203175
74,54,25.62815
74,87,32.29611
74,84,68.61978
75,25,56.153347
75,21,61.919464
75,101,41.191566
75,89,62.724068
75,76,72.760765
75,67,73.60222
76,37,66.37767
76,115,62.747208
76,89,23.559286
76,57,65.43748
76,101,72.59493
76,73,23.854824
76,105,57.20726
76,75,72.760765
76,131,74.138115
77,72,44.626617
77,34,70.59419
77,94,70.882996
77,41,54.94387
78,102,34.451447
78,57,38.950726
78,112,53.0027
78,49,51.541214
78,58,28.801334
78,40,49.84113
78,37,60.812393
78,105,64.006546
78,30,67.61437
78,73,68.44459
79,56,28.174194
79,32,63.897446
79,84,27.102283
79,90,36.637157
79,125,65.252785
79,45,49.019352
79,69,37.484497
79,50,49.62574
79,53,70.66309
80,54,32.26217
80,103,39.004044
80,74,20.285055
80,46,40.566372
80,87,41.405884
80,43,55.54556
80,53,57.58581
80,117,65.08285
80,51,69.30256
80,118,70.21999
81,110,49.56966
81,94,29.813086
81,41,68.96803
81,60,43.03369
81,70,51.820568
81,72,42.71014
81,86,23.90919
81,108,38.62558
82,36,66.18117
82,106,29.367672
82,123,61.70345
82,119,60.29168
83,59,48.011017
83,91,58.162296
83,99,37.475853
83,100,21.386236
83,107,32.826214
83,138,74.83091
83,66,19.189644
83,63,72.71387
84,50,42.43089
84,79,27.102283
84,87,54.17914
84,56,48.404755
84,53,54.70002
84,90,59.78968
84,32,61.44107
84,125,64.15495
84,69,64.57687
84,74,68.61978
85,33,62.323544
85,96,28.115128
85,116,56.832607
85,142,70.476265
85,104,74.63825
85,62,43.885124
86,81,23.90919
86,108,30.376198
86,60,35.28369
86,94,45.474174
86,72,66.57324
86,110,58.780685
86,70,33.046444
87,74,32.29611
87,103,24.046755
87,117,37.04447
87,80,41.405884
87,84,54.17914
87,53,55.678925
87,46,60.93628
87,54,57.7098
87,151,65.427
87,50,67.99505
88,62,55.240326
88,104,27.053066
88,48,47.50131
88,44,56.71285
88,120,53.504807
88,61,30.950665
88,96,59.715088
88,133,60.68215
88,148,72.24845
88,26,74.95814
89,115,40.436604
89,73,42.46672
89,76,23.559286
89,101,51.761475
89,131,54.945023
89,105,59.705845
89,75,62.724068
89,127,71.7792
89,128,68.361404
90,79,36.637157
90,69,24.756039
90,109,49.513596
90,56,49.514614
90,125,58.761963
90,84,59.78968
90,45,51.144184
90,68,64.05802
91,107,65.8288
91,66,66.03004
91,138,66.62967
91,100,54.532253
91,83,58.162296
92,118,58.796543
92,143,62.953503
92,51,53.90739
92,52,62.69341
92,71,36.81028
93,59,70.07818
93,147,62.196575
93,99,60.971325
93,63,40.96502
93,152,69.20717
93,64,40.09306
94,108,36.7195
94,110,22.11628
94,81,29.813086
94,72,38.113815
94,86,45.474174
94,60,72.59335
94,77,70.882996
95,111,36.400593
95,146,59.369595
96,104,47.674942
96,85,28.115128
96,140,57.486225
96,62,44.133987
96,88,59.715088
96,142,59.984497
96,120,62.498928
96,116,59.93618
96,61,69.94226
96,133,74.77591
97,141,59.84642
97,135,47.054417
98,124,66.53177
98,132,42.87636
98,113,36.638363
98,136,72.55855
99,93,60.971325
99,138,68.73689
99,83,37.475853
99,107,22.435823
99,66,51.862087
99,100,30.677782
99,63,63.00194
99,59,58.06076
100,83,21.386236
100,107,14.25663
100,66,40.543938
100,91,54.532253
100,59,65.76522
100,138,53.999687
100,99,30.677782
101,76,72.59493
101,115,45.060497
101,75,41.191566
101,89,51.761475
101,131,65.35114
101,128,39.154625
102,57,68.42613
102,126,57.065887
102,112,24.747927
102,105,57.22028
102,144,53.88081
102,78,34.451447
102,58,62.38166
102,127,74.597084
102,163,74.77052
103,87,24.046755
103,117,26.193432
103,80,39.004044
103,151,52.311733
103,54,66.36891
103,118,54.55054
103,74,42.203175
103,46,72.31422
104,61,55.612854
104,96,47.674942
104,120,28.385717
104,148,50.649784
104,62,64.05365
104,133,38.11877
104,140,48.061684
104,88,27.053066
104,48,72.79267
104,139,73.95249
105,73,42.878258
105,112,42.063374
105,76,57.20726
105,89,59.705845
105,102,57.22028
105,127,33.135197
105,131,62.132523
105,144,57.43707
105,78,64.006546
105,57,65.489006
106,82,29.367672
106,119,31.467422
106,123,36.899128
106,159,60.924477
106,129,56.379345
107,99,22.435823
107,100,14.25663
107,166,65.917564
107,66,51.65883
107,138,49.026657
107,83,32.826214
107,91,65.8288
107,59,70.7768
108,60,65.65686
108,110,37.579224
108,94,36.7195
108,86,30.376198
108,81,38.62558
108,72,71.742165
108,149,58.362423
108,70,59.569893
109,90,49.513596
109,68,52.581417
109,164,59.32544
109,125,69.30586
109,69,67.0526
110,81,49.56966
110,86,58.780685
110,108,37.579224
110,94,22.11628
110,137,66.39084
110,72,56.562035
111,95,36.400593
111,185,68.51282
111,146,39.307156
111,141,54.341156
111,161,61.765625
111,135,73.66834
112,105,42.063374
112,126,62.94478
112,144,31.91432
112,102,24.747927
112,127,51.383736
112,172,61.80193
112,78,53.0027
112,163,69.62341
113,132,38.545403
113,171,60.036587
113,98,36.638363
113,136,36.02342
113,134,53.63277
113,174,62.945568
114,153,35.895115
114,145,37.81293
114,116,63.446053
114,160,64.22457
115,182,53.239536
115,76,62.747208
115,131,20.997524
115,128,34.518017
115,127,60.033813
115,89,40.436604
115,101,45.060497
115,105,68.52617
115,179,72.38228
116,85,56.832607
116,96,59.93618
116,142,30.911934
116,153,50.272614
116,114,63.446053
116,140,73.370255
117,87,37.04447
117,103,26.193432
117,151,28.484035
117,168,56.350906
117,162,59.600967
117,118,60.957016
117,80,65.08285
117,74,65.3207
118,158,54.143997
118,103,54.55054
118,92,58.796543
118,183,63.991142
118,80,70.21999
118,117,60.957016
118,151,63.902905
118,143,74.33098
119,123,33.6909
119,82,60.29168
119,106,31.467422
119,196,71.63121
119,159,31.286877
119,129,55.973423
119,143,55.86664
119,169,74.47737
120,88,53.504807
120,140,29.215408
120,133,12.283017
120,148,24.387396
120,104,28.385717
120,139,61.82882
120,96,62.498928
120,142,74.774475
121,188,69.40232
121,187,57.795353
121,156,42.427586
122,157,35.951485
122,134,26.316696
122,175,48.116913
122,130,30.636026
122,136,49.172073
122,181,56.27521
122,171,71.94669
122,150,57.0613
123,119,33.6909
123,169,48.794903
123,139,45.147755
123,129,22.67693
123,159,43.25046
123,82,61.70345
123,106,36.899128
124,178,51.281525
124,98,66.53177
124,155,32.09692
124,132,54.21661
125,84,64.15495
125,90,58.761963
125,199,60.38668
125,109,69.30586
125,162,58.51438
125,79,65.252785
125,168,69.31468
126,112,62.94478
126,167,35.30196
126,149,36.930805
126,102,57.065887
126,163,31.842453
126,144,64.74057
126,172,73.8834
127,131,44.425533
127,105,33.135197
127,144,45.473022
127,182,61.217827
127,112,51.383736
127,172,63.090687
127,115,60.033813
127,179,49.16207
127,89,71.7792
127,73,72.033226
128,101,39.154625
128,131,44.766247
128,115,34.518017
128,182,55.172916
128,184,47.462368
128,89,68.361404
129,123,22.67693
129,169,33.938225
129,139,22.500648
129,106,56.379345
129,119,55.973423
129,159,58.073605
129,203,66.699234
129,148,69.69849
129,209,70.1595
129,133,73.79334
130,193,59.37797
130,134,55.18398
130,150,27.669138
130,122,30.636026
130,157,23.490763
130,175,47.822464
130,181,70.79958
131,115,20.997524
131,182,36.687042
131,128,44.766247
131,179,51.641216
131,127,44.425533
131,89,54.945023
131,105,62.132523
131,101,65.35114
131,213,71.45643
131,76,74.138115
132,136,58.942448
132,98,42.87636
132,113,38.545403
132,124,54.21661
132,174,38.652
132,178,59.81785
132,171,61.739002
132,155,69.246895
133,148,12.624844
133,88,60.68215
133,140,35.603683
133,104,38.11877
133,139,51.760136
133,120,12.283017
133,202,66.04562
133,169,73.53643
133,129,73.79334
133,96,74.77591
134,181,42.461906
134,171,48.230495
134,136,23.003098
134,175,50.858242
134,122,26.316696
134,157,51.591682
134,113,53.63277
134,130,55.18398
134,197,64.74439
135,192,65.2519
135,111,73.66834
135,161,40.165413
135,97,47.054417
135,141,23.826033
136,122,49.172073
136,171,34.245827
136,134,23.003098
136,181,45.170914
136,113,36.02342
136,197,57.176014
136,132,58.942448
136,174,60.270863
136,175,65.46364
136,157,72.18095
137,165,62.0423
137,206,63.421986
137,170,30.121498
137,110,66.39084
138,166,30.00422
138,107,49.026657
138,100,53.999687
138,91,66.62967
138,83,74.83091
138,207,72.576805
138,99,68.73689
139,133,51.760136
139,123,45.147755
139,169,32.385612
139,203,60.937286
139,148,47.19808
139,129,22.500648
139,120,61.82882
139,202,73.29133
139,209,73.94143
139,104,73.95249
140,116,73.370255
140,148,41.06501
140,142,47.304573
140,133,35.603683
140,96,57.486225
140,120,29.215408
140,104,48.061684
141,192,50.32396
141,111,54.341156
141,161,21.817293
141,97,59.84642
141,185,71.135506
141,146,68.82311
141,204,67.39526
141,135,23.826033
142,201,62.532967
142,116,30.911934
142,96,59.984497
142,140,47.304573
142,153,66.62548
142,85,70.476265
142,120,74.774475
143,92,62.953503
143,176,42.003727
143,119,55.86664
143,159,62.164993
143,158,37.843082
143,196,61.10007
143,183,65.62087
143,118,74.33098
144,172,30.251932
144,112,31.91432
144,127,45.473022
144,102,53.88081
144,105,57.43707
144,126,64.74057
144,212,65.422554
144,163,55.65686
144,179,69.90839
145,153,53.868958
145,186,46.902523
145,188,60.02722
145,160,28.37847
145,114,37.81293
146,185,36.066628
146,161,62.6468
146,204,61.943146
146,141,68.82311
146,156,58.86214
146,95,59.369595
146,111,39.307156
146,192,69.152985
147,165,37.60944
147,195,51.02188
147,226,72.02648
147,152,13.786473
147,93,62.196575
147,177,30.594845
148,120,24.387396
148,140,41.06501
148,133,12.624844
148,139,47.19808
148,104,50.649784
148,169,64.3353
148,202,53.86501
148,129,69.69849
148,88,72.24845
148,203,74.11259
149,163,48.050297
149,126,36.930805
149,108,58.362423
149,167,27.903212
149,198,59.632126
150,122,57.0613
150,157,31.02477
150,130,27.669138
150,193,40.544846
150,175,52.8422
151,211,57.053295
151,103,52.311733
151,117,28.484035
151,168,39.94164
151,162,47.805527
151,118,63.902905
151,87,65.427
152,170,74.38437
152,147,13.786473
152,195,43.481003
152,226,67.75873
152,93,69.20717
152,165,24.21501
152,177,27.068108
153,114,35.895115
153,210,57.25018
153,145,53.868958
153,116,50.272614
153,142,66.62548
153,186,67.07981
153,201,68.254944
153,215,68.91162
153,160,68.95304
153,227,71.28446
154,200,45.627403
154,180,53.462227
154,205,70.91679
155,124,32.09692
155,178,30.880348
155,219,70.32167
155,132,69.246895
156,185,70.37038
156,121,42.427586
156,216,68.04236
156,146,58.86214
156,187,43.16391
157,193,43.294067
157,122,35.951485
157,234,72.364624
157,136,72.18095
157,134,51.591682
157,175,25.050447
157,130,23.490763
157,150,31.02477
157,181,52.386623
158,196,66.32065
158,118,54.143997
158,176,26.390295
158,183,29.02086
158,143,37.843082
159,143,62.164993
159,169,60.659462
159,222,57.727814
159,119,31.286877
159,106,60.924477
159,129,58.073605
159,123,43.25046
159,209,58.632156
159,196,47.417183
159,176,73.51591
160,114,64.22457
160,210,66.96822
160,188,32.96195
160,187,74.05751
160,186,25.112593
160,153,68.95304
160,145,28.37847
161,141,21.817293
161,135,40.165413
161,185,54.65593
161,111,61.765625
161,204,46.116985
161,192,28.617731
161,146,62.6468
161,240,72.71837
162,125,58.51438
162,199,56.39797
162,151,47.805527
162,168,11.0096855
162,117,59.600967
162,211,73.27273
163,126,31.842453
163,167,24.785875
163,172,51.25813
163,144,55.65686
163,149,48.050297
163,225,56.5275
163,102,74.77052
163,112,69.62341
164,190,53.279568
164,191,25.651016
164,173,28.308132
164,229,65.95235
164,231,70.65565
164,109,59.32544
165,147,37.60944
165,195,32.271015
165,137,62.0423
165,152,24.21501
165,226,59.594883
165,170,52.28374
165,246,74.40227
165,177,30.174946
166,138,30.00422
166,107,65.917564
166,233,60.407104
166,207,44.12997
167,126,35.30196
167,225,53.950413
167,149,27.903212
167,198,60.509052
167,163,24.785875
167,236,67.63744
168,199,63.878426
168,151,39.94164
168,162,11.0096855
168,125,69.31468
168,211,62.52331
168,117,56.350906
169,129,33.938225
169,139,32.385612
169,203,32.77004
169,209,41.604343
169,123,48.794903
169,159,60.659462
169,202,63.139523
169,148,64.3353
169,133,73.53643
169,119,74.47737
170,165,52.28374
170,137,30.121498
170,195,69.96721
170,152,74.38437
170,206,40.05067
170,208,63.796993
171,197,25.585468
171,181,32.016388
171,136,34.245827
171,228,47.83974
171,220,47.7824
171,174,40.673584
171,134,48.230495
171,221,53.599407
171,113,60.036587
171,132,61.739002
172,144,30.251932
172,127,63.090687
172,212,41.250446
172,163,51.25813
172,112,61.80193
172,179,64.31187
172,126,73.8834
172,255,74.987404
173,218,52.641445
173,231,51.231697
173,164,28.308132
173,189,58.70727
173,191,31.751244
173,190,25.504677
174,197,54.28164
174,132,38.652
174,171,40.673584
174,221,48.59982
174,178,51.702335
174,219,55.426205
174,136,60.270863
174,113,62.945568
174,228,65.28168
174,253,70.12655
175,134,50.858242
175,157,25.050447
175,150,52.8422
175,220,57.579075
175,197,58.33703
175,181,31.834826
175,130,47.822464
175,193,44.89009
175,122,48.116913
175,234,62.47863
176,158,26.390295
176,183,34.998066
176,143,42.003727
176,196,41.246166
176,238,60.61789
176,222,73.20088
176,159,73.51591
177,195,22.063843
177,147,30.594845
177,165,30.174946
177,152,27.068108
177,226,41.592743
177,246,74.53594
177,241,72.56806
178,219,41.25527
178,124,51.281525
178,155,30.880348
178,132,59.81785
178,174,51.702335
178,258,70.071304
179,213,49.344593
179,182,31.114347
179,232,46.165794
179,127,49.16207
179,131,51.641216
179,212,45.104843
179,235,61.258583
179,144,69.90839
179,172,64.31187
179,115,72.38228
180,205,22.08082
180,200,67.190125
180,154,53.462227
180,237,68.545845
181,220,38.209415
181,134,42.461906
181,171,32.016388
181,197,29.11186
181,175,31.834826
181,136,45.170914
181,228,48.9724
181,157,52.386623
181,122,56.27521
181,221,70.04538
182,128,55.172916
182,179,31.114347
182,232,64.95861
182,235,59.53208
182,115,53.239536
182,131,36.687042
182,213,35.34954
182,127,61.217827
182,184,72.102135
182,212,74.81421
183,158,29.02086
183,176,34.998066
183,118,63.991142
183,196,73.48308
183,211,74.5263
183,143,65.62087
184,182,72.102135
184,128,47.462368
184,224,50.04636
184,213,68.83467
184,189,60.68947
185,204,29.356333
185,146,36.066628
185,240,63.41346
185,161,54.65593
185,111,68.51282
185,141,71.135506
185,156,70.37038
185,192,45.17286
186,227,66.83736
186,188,38.340477
186,210,45.57206
186,160,25.112593
186,145,46.902523
186,153,67.07981
187,216,27.29288
187,156,43.16391
187,160,74.05751
187,252,56.07343
187,188,43.33789
187,121,57.795353
188,216,46.3875
188,187,43.33789
188,160,32.96195
188,186,38.340477
188,145,60.02722
188,121,69.40232
189,218,32.44789
189,190,36.126026
189,231,57.27043
189,224,58.353405
189,173,58.70727
189,247,60.652298
189,184,60.68947
189,265,61.939384
189,256,71.06084
190,173,25.504677
190,189,36.126026
190,218,28.218012
190,231,36.158516
190,191,48.04974
190,164,53.279568
190,247,57.497955
190,265,71.85462
191,190,48.04974
191,164,25.651016
191,173,31.751244
191,218,66.6965
191,260,56.041744
191,231,51.5303
191,229,45.867252
192,161,28.617731
192,146,69.152985
192,185,45.17286
192,135,65.2519
192,141,50.32396
192,204,22.77658
192,240,44.12959
193,175,44.89009
193,130,59.37797
193,157,43.294067
193,234,34.847214
193,257,54.40223
193,150,40.544846
193,244,55.981716
193,194,73.87994
194,193,73.87994
194,269,64.76675
194,244,65.26206
195,226,27.328316
195,266,56.600685
195,152,43.481003
195,170,69.96721
195,241,70.355225
195,246,52.53275
195,165,32.271015
195,177,22.063843
195,147,51.02188
195,285,73.56185
196,176,41.246166
196,222,33.241573
196,238,43.48166
196,267,62.28789
196,249,47.27813
196,143,61.10007
196,159,47.417183
196,158,66.32065
196,119,71.63121
196,209,72.63667
197,171,25.585468
197,220,22.562841
197,181,29.11186
197,228,23.650482
197,221,40.97015
197,174,54.28164
197,136,57.176014
197,175,58.33703
197,134,64.74439
197,253,71.88483
198,167,60.509052
198,225,66.51166
198,149,59.632126
198,236,43.684063
198,208,47.88563
198,278,67.71457
199,263,66.932526
199,229,57.648285
199,168,63.878426
199,245,51.856747
199,125,60.38668
199,162,56.39797
199,242,48.30478
200,283,70.66936
200,154,45.627403
200,180,67.190125
200,205,71.78273
200,217,52.141323
201,227,46.842766
201,215,20.5069
201,142,62.532967
201,239,73.73273
201,288,72.21647
201,210,58.52627
201,153,68.254944
202,203,45.550793
202,148,53.86501
202,169,63.139523
202,133,66.04562
202,239,61.507076
202,139,73.29133
203,169,32.77004
203,209,29.97485
203,202,45.550793
203,129,66.699234
203,139,60.937286
203,148,74.11259
204,192,22.77658
204,185,29.356333
204,240,36.658997
204,161,46.116985
204,146,61.943146
204,276,64.32991
204,141,67.39526
205,275,67.79767
205,200,71.78273
205,154,70.91679
205,180,22.08082
205,237,48.547123
205,268,59.870136
205,262,74.09429
206,287,68.03106
206,254,40.616985
206,246,73.28542
206,170,40.05067
206,137,63.421986
206,208,29.275373
207,233,26.28473
207,250,73.16802
207,271,61.988205
207,166,44.12997
207,251,32.43565
207,241,67.18234
207,138,72.576805
208,287,71.51313
208,198,47.88563
208,206,29.275373
208,278,69.21791
208,254,42.07761
208,170,63.796993
209,169,41.604343
209,222,49.74687
209,203,29.97485
209,159,58.632156
209,139,73.94143
209,249,72.4111
209,129,70.1595
209,196,72.63667
210,186,45.57206
210,227,22.300682
210,215,42.08781
210,153,57.25018
210,201,58.52627
210,160,66.96822
211,183,74.5263
211,294,73.77685
211,168,62.52331
211,162,73.27273
211,272,65.131424
211,151,57.053295
212,255,73.305305
212,232,34.66699
212,235,73.20476
212,274,66.34488
212,144,65.422554
212,172,41.250446
212,179,45.104843
212,182,74.81421
213,279,65.086555
213,232,53.115417
213,224,68.21031
213,182,35.34954
213,179,49.344593
213,235,27.920313
213,184,68.83467
213,131,71.45643
213,274,72.62164
214,230,18.981857
214,262,52.363834
214,291,63.3766
214,284,62.246605
214,237,59.136616
215,288,58.386765
215,227,26.811419
215,210,42.08781
215,201,20.5069
215,153,68.91162
216,252,35.573284
216,187,27.29288
216,188,46.3875
216,156,68.04236
216,261,66.504
216,296,70.90934
217,243,27.988152
217,223,32.700184
217,270,43.608654
217,200,52.141323
217,283,62.32328
218,231,26.07131
218,265,43.63831
218,189,32.44789
218,247,31.870857
218,190,28.218012
218,173,52.641445
218,280,65.741646
218,191,66.6965
218,224,71.83098
218,256,72.40189
219,178,41.25527
219,221,50.76184
219,174,55.426205
219,258,29.163597
219,273,53.06705
219,253,40.51154
219,259,58.357277
219,299,62.82933
219,286,64.00071
219,155,70.32167
220,181,38.209415
220,171,47.7824
220,221,46.511375
220,197,22.562841
